"Address has been saved.","Alamat telah disimpan."
"Admin Application Settings","Admin Application Settings"
"Admin Mobile Application","Admin Mobile Application"
"Admin application has not been enabled","Admin application has not been enabled"
"Administrative contact for this app and for app submission issues.","kontak administrasi untuk aplikasi ini dan untuk masalah pengajuan aplikasi."
"Advanced Settings","Pengaturan lanjutan"
"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret."
"AirMail Message Queue","Antrian Pesan AirMail"
"AirMail Messages Queue","Antrian Pesan AirMail"
"AirMail Template Preview","Tinjauan Template AirMail"
"AirMail message","Pesan AirMail"
"AirMail templates","Template AirMail"
"All Allowed Countries","Semua Negara Yang Diijinkan"
"All Images","All Images"
"All locations","Semua lokasi"
"Amount","jumlah"
"Amount in %@","Amount in %@"
"Amounts","Jumlah"
"An account with this email address already exists.","Akun dengan alamat email ini sudah ada."
"An error occurred while adding item to wishlist.","error terjadi ketika menambahkan item ke wishlist."
"An error occurred while deleting the address.","error terjadi ketika menghapus alamat."
"An error occurred while loading categories.","An error occurred while loading categories."
"An error occurred while loading category filters.","error terjadi ketika memuat filter kategori ."
"An error occurred while loading configuration.","An error occurred while loading configuration."
"An error occurred while loading localization.","An error occurred while loading localization."
"An error occurred while loading login form.","An error occurred while loading login form."
"An error occurred while loading wishlist.","An error occurred while loading wishlist."
"An error occurred while processing your order. Please contact us or try again later.","An error occurred while processing your order. Please contact us or try again later."
"An error occurred while processing your request.","error terjadi ketika memproses permintaan Anda."
"An error occurred while removing item from wishlist.","error terjadi ketika menghapus item dari wishlist."
"An error occurred while removing items from wishlist.","error terjadi ketika menghapus item dari wishlist."
"Analytics","Analitis"
"Android","Android"
"Android doesn\'t support AirMail message type.","Android doesn\'t support AirMail message type."
"App Background","Latar belakang Aplikasi "
"App Background (landscape mode)","App Background (landscape mode)"
"App Background (landscape mode).","Latar belakang aplikasi (Mode landskap)."
"App Background (portrait mode)","App Background (portrait mode)"
"App Background (portrait mode).","Latar belakang aplikasi (Mode potret)."
"App Background image missing.","Gambar latar belakang aplikasi hilang"
"App Code","Kode aplikasi"
"App Information","Informasi aplikasi"
"App Name","Nama Aplikasi"
"App Stores","Toko aplikasi"
"App Submission History","Riwayat pengajuan aplikasi"
"App Title","Judul aplikasi"
"App code","App code"
"App code required.","Kode aplikasi dibutuhkan"
"App does not exist.","Aplikasi tidak ada"
"App has been deleted.","Aplikasi telah dihapus"
"App has been saved.","Aplikasi telah disimpan"
"App has been submitted.","Aplikasi telah diproses."
"App model not loaded.","Model aplikasi tidak dimasukan"
"App with specified code does not exist.","Aplikasi dengan kode tertentu tidak ada"
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)"
"Application","Aplikasi"
"Application Key","Kunci aplikasi"
"Application Master Secret","Rahasia master aplikasi"
"Application Name","Nama Aplikasi"
"Application Secret","Rahasia aplikasi"
"Application doesn\'t exist.","Application doesn\'t exist."
"Apply","Terapkan"
"Applying Coupon Code","Applying Coupon Code"
"Applying Gift Card %@","Applying Gift Card %@"
"Are you sure you want to cancel a message?","Apakah Anda yakin ingin membatalkan pesan?"
"Are you sure you want to cancel selected records?","Are you sure you want to cancel selected records?"
"Are you sure you want to delete a message?","Apakah Anda yakin anda ingin menghapus pesan?"
"Are you sure you want to delete selected records?","Are you sure you want to delete selected records?"
"Are you sure you want to delete this theme? This change will affect all applications.","Are you sure you want to delete this theme? This change will affect all applications."
"Are you sure you want to do this?","Apakah anda ingin melakukan ini?"
"Are you sure you want to remove this item?","Are you sure you want to remove this item?"
"As Low As","As Low As"
"As Low Excl. Tax","As Low Excl. Tax"
"As Low Incl. Tax","As Low Incl. Tax"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","Sebagai seorang pelanggan Magento, Urban Airship menawarkan Anda Notifikasi Push dan Rich Push untuk $100/tahun* bersama dengan percobaan gratis 60 hari."
"As low as","Mulai dari"
"As low as excl. tax","As low as excl. tax"
"As low as incl. tax","As low as incl. tax"
"At last one application has to be created.","At last one application has to be created."
"At least one option should be selected","At least one option should be selected"
"Authentication complete.","Otentifikasi lengkap"
"Authentication to %@ did failed...","Authentication to %@ did failed..."
"Average Order Amount","Rata-rata Jumlah pesanan"
"Average Orders","Rata-rata Pesanan"
"Average Rating","Average Rating"
"Back","Kembali"
"Back to App Edit","Kembali ke suntingan aplikasi"
"Background Color","Warna latar belakang"
"Balance","Balance"
"Balance Change","Balance Change"
"Balance History","Balance History"
"Banner on Home Screen","Banner pada Layar Beranda"
"Banner on Home Screen (landscape mode)","Banner on Home Screen (landscape mode)"
"Banner on Home Screen (landscape mode) image missing.","Banner pada Home Screen (mode lanskap) gamabar hilang."
"Banner on Home Screen (portrait mode)","Banner on Home Screen (portrait mode)"
"Banner on Home Screen (portrait mode) image missing.","Banner pada Home Screen (mode portrait) gambar hilang."
"Banner on Home Screen image missing.","Banner pada Layar gambar Beranda Hilang "
"Banners on Home Screen","Banners on Home Screen"
"Best Sellers","Best Sellers"
"Billing","Tagihan"
"Billing Address","Alamat Tagihan"
"Billing address","Billing address"
"Billing address has been set.","Alamat tagihan telah diatur"
"Bundle Products","Bundle Products"
"Buy %1$s for %2$s","Beli %1$s untuk%2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Buy %1$s for %2$s (%3$s incl. tax) each"
"Buy %1$s for %2$s each","Beli %1$s untk %2$s masing masing"
"Buy %1$s with %2$s discount each","Beli %1$s dengan %2$s masing- masing diskon"
"Buy More & Save","Buy More & Save"
"Buyer country is not allowed by store.","Negara pembeli tidak diijinkan oleh toko."
"CMS Page","CMS halaman"
"CMS Pages haven\'t been found.","CMS Pages haven\'t been found."
"Cache Lifetime (seconds)","Cache Seumur Hidup (detik)"
"Cache Management","Pengelolaan cache"
"Can\'t add item to shopping cart.","Bisa\tidak bisa menambah item ke Cart belanja"
"Can\'t apply the coupon code.","Bisa\tidak bisa menerapkan kode kupon"
"Can\'t copy file ""%s"" to ""%s"".","Can\'t copy file ""%s"" to ""%s""."
"Can\'t create wishlist.","Bisa\tidak bisa membuat wishlist"
"Can\'t delete ""%s"" theme.","Can\'t delete ""%s"" theme."
"Can\'t load XML.","Bisa\tidak bisa memasukan XML"
"Can\'t load admin application settings.","Can\'t load admin application settings."
"Can\'t load application with id ""%s""","Can\'t load application with id ""%s"""
"Can\'t load cart info.","Can\'t load cart info."
"Can\'t load cart.","Can\'t load cart."
"Can\'t load customer form.","Can\'t load customer form."
"Can\'t load default themes.","Bisa\tidak bisa memuat theme standar."
"Can\'t load selected theme. Please check your media folder permissions.","Can\'t load selected theme. Please check your media folder permissions."
"Can\'t load template with id ""%s""","Can\'t load template with id ""%s"""
"Can\'t open submission form.","Bisa\ tidak bisa membuka pengajuan formulir"
"Can\'t read file ""%s"".","Can\'t read file ""%s""."
"Can\'t remove the item.","Bisa\tidak bisa menghapus item"
"Can\'t reset theme.","Bisa\tidak bisa mereset tema."
"Can\'t save address.","Bisa\tidak bisa menyimpan alamat"
"Can\'t save the customer.","Bisa\tidak bisa menyimpan pelanggan"
"Can\'t save theme.","Bisa\tidak bisa menyimpan tema"
"Can\'t show configuration.","Bisa\tidak bisa memunculkan konfigurasi"
"Can\'t specify product.","Bisa\tidak bisa menentukan produk"
"Can\'t submit application.","Bisa\tidak bisa memproses aplikasi"
"Can\'t update cart.","Bisa\tidak bisa memperbarui keranjang."
"Can\'t write to file ""%s"".","Can\'t write to file ""%s""."
"Cancel","Batal"
"Canceled","Dibatalkan"
"Canceling PayPal ...","Canceling PayPal ..."
"Cancelled","Dibatalkan"
"Cannot apply gift card.","Cannot apply gift card."
"Cannot configure product.","Tidak dapat mengkonfigurasi produk"
"Cannot load theme ""%s"".","Cannot load theme ""%s""."
"Cannot redeem Gift Card.","Cannot redeem Gift Card."
"Cannot remove gift card.","Cannot remove gift card."
"Cannot save theme ""%s"". Incorrect data received","Cannot save theme ""%s"". Incorrect data received"
"Cannot update the item.","Tidak dapat memperbarui barang"
"Card Verification Number","Nomor verifikasi kartu"
"Card verification number is wrong","Nomor verifikasi kartu salah"
"Carrier","Pengangkut"
"Cart","keranjang"
"Cart Updated","Cart Updated"
"Cart has been updated.","Keranjang telah diperbarui"
"Cart has some errors.","Keranjang mengalami beberapa masalah"
"Cart is empty.","Keranjang kosong."
"Catalog Only App?","Hanya aplikasi katalog?"
"Category","Kategori"
"Category Button Color","Warna tombol kategori"
"Category Item Background Color","Warna latar belakang kategori item"
"Cc:","Cc:"
"Chairs","Kursi"
"Change Orientation","Ubah orientasi"
"Change Password","Ubah kata sandi"
"Changes have been saved to theme.","Perubahan telah di simpan ke tema."
"Check","Check"
"Check Gift Card","Check Gift Card"
"Check Gift Card Promo Redeemed","Check Gift Card Promo Redeemed"
"Checking Gift Card %@","Checking Gift Card %@"
"Checkout","Checkout"
"Checkout Page Registration","Checkout Page Registration"
"Checkout as Guest","Checkout sebagai tamu"
"Checkout as Guest or Register","Checkout as Guest or Register"
"Checkout has been initialized.","Checkout telah di inialisasi."
"Checkout initialization...","Checkout initialization..."
"Checkout initialized!","Checkout initialized!"
"Choose Store View","Pilih Tampilan Foto"
"Choose amount","Choose amount"
"Choose file","Choose file"
"City","Kota"
"Clear","Bersihkan"
"Close","Tutup"
"Color Themes","Warna Tema"
"Colors","Warna"
"Commiting updates...","Commiting updates..."
"Company","Perusahaan"
"Completed","Lengkap"
"Configuration data have been saved","Configuration data have been saved"
"Configure Cart Item","Konfigurasi keranjang barang"
"Confirm New Password","Konfirmasi kata sandi baru"
"Confirm Password","Konfirmasi kata sandi"
"Connecting","Connecting"
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate."
"Contact Email","Email kontak"
"Contact Information","Informasi kontak"
"ContactsAreEmpty","ContactsAreEmpty"
"Container is not defined.","Container is not defined."
"Content","Isi"
"Continue","Lanjutkan"
"Copyright","Hak cipta"
"Copyright Page Logo","Logo halaman hak cipta"
"Copyright Page Logo (iPhone 4 retina)","Copyright Page Logo (iPhone 4 retina)"
"Copyright: Magento (c) 2010","Copyright: Magento (c) 2010"
"Countries","Countries"
"Countries Payment Applicable From","Pembayaran Negara terkait dari"
"Country","Negara"
"Country options don\'t recognized for ""%s"".","Country options don\'t recognized for ""%s""."
"Coupon code %s is not valid.","Kode kupon %s tidak valid."
"Coupon code %s was applied.","Kode kupon %s telah diterapkan."
"Coupon code is empty.","Kode kupon kosong."
"Coupon code was canceled.","Kode kupon dibatalkan."
"Create Account","Create Account"
"Create an Account","Buat sebuah akun"
"Creating a Template is allowed only for applications which have device type iPhone.","Membuat Template diperbolehkan hanya untuk aplikasi yang memiliki perangkat jenis iPhone"
"Credit Card","Kartu Kredit"
"Credit Card %s","Kartu Kredit %s"
"Credit Card Number","Nomor kartu kredit"
"Credit Card Type","Jenis kartu kredit"
"Credit card number does not match credit card type.","Nomor kartu kredit tidak sesuai dengan jenis kartu kredit."
"Cross Sells","Cross Sells"
"Current Balance: %s","Current Balance: %s"
"Current Password","Kata sandi saat ini"
"Currently, the system does not support the viewing of the order detail.","Currently, the system does not support the viewing of the order detail."
"Custom App Icon","Ikon aplikasi khusus"
"Custom App Icon (iPhone 4 retina)","Custom App Icon (iPhone 4 retina)"
"Custom Colors","Warna khusus"
"Custom amount","Custom amount"
"Customer","Pelanggan"
"Customer Name","Nama Pelanggan"
"Customer authentication problem.","Masalah otentifikasi pelanggan"
"Customer balance available in enterprise version of Magento only.","Customer balance available in enterprise version of Magento only."
"Customer balance is disabled for current store","Customer balance is disabled for current store"
"Customer email not specified.","Email pelanggan tidak ditentukan"
"Customer logout problem.","Masalah logout pelanggan"
"Customer not logged in.","Pelanggan tidak logged in."
"Customers","Pelanggan"
"DD","DD"
"Date","Tanggal"
"Date Created","Tanggal dibuat"
"Date Submitted","Tanggal diproses"
"Date Updated","tanggal diperbarui"
"Date:","Date:"
"Day","Hari"
"Deeper Messaging and Engagement with Rich Push.","Pesan Lebih dalam dan Keterlibatan dengan Push Rich."
"Default Billing Address","Alamat tagihan standar"
"Default Shipping Address","Alamat pengiriman standar"
"Default Theme","Tema standar"
"Default themes are missed.","Default themes are missed."
"Delete","Hapus"
"Delete Action","Delete Action"
"Delete theme","Hapus tema"
"Deleted","Hapus"
"Description","Deskripsi"
"Description that appears in Android Market. %s chars maximum. ","Description that appears in Android Market. %s chars maximum. "
"Description that appears in the iTunes App Store. %s chars maximum. ","Description that appears in the iTunes App Store. %s chars maximum. "
"Deselect All","Tidak dipilih semua"
"Design","Desain"
"Device","Alat"
"Device Information","Informasi alat"
"Device Type","Jenis alat"
"Device doesn\'t recognized","Device doesn\'t recognized"
"Device doesn\'t recognized. Unable to load a template.","Device doesn\'t recognized. Unable to load a template."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Device doesn\'t recognized: ""%s"". Unable to load a helper."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Device doesn\'t recognized: ""%s"". Unable to load preview model."
"Device type doesn\'t recognized.","Device type doesn\'t recognized."
"Discount code is empty","Discount code is empty"
"Discount:","Discount:"
"Done","Sudah"
"Downloadable Products Updated","Downloadable Products Updated"
"Downloads limit:","Downloads limit:"
"E-mail","E-mail"
"Edit","Sunting"
"Edit Action","Edit Action"
"Edit Address","Sunting alamat"
"Edit AirMail Message","Sunting pesan AirMail"
"Edit AirMail Message Queue #%s","Sunting antrian pesan AirMail#%s"
"Edit App ""%s""","Edit App ""%s"""
"Edit Filter","Sunting Filter"
"Edit Image","Edit Image"
"Edit Mail List","Edit Mail List"
"Edit Template ""%s""","Edit Template ""%s"""
"Edit filter","Edit filter"
"Edit note","Edit note"
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.","Either remote URL or application code was not set. Please make sure you filled all the values and try again."
"Element with id %s already exists","Element with id %s already exists"
"Email","Email"
"Email Address","Alamat Email"
"Email address you provided is not valid. Please provide a valid one.","Email address you provided is not valid. Please provide a valid one."
"Email is not correct","Email is not correct"
"Email is not specified","Email is not specified"
"Enable Admin Application","Enable Admin Application"
"Enable AirMail Message Push notification","Aktifkan Notifikasi Pesan push AirMail"
"Enable Facebook","Aktifkan Facebook"
"Enable Flurry Analytics","Aktifkan analisa Flurry"
"Enable Flurry Analytics for the merchant.","Aktifkan analisa Flurry untuk pedagang"
"Enable LinkedIn","Aktifkan LinkedIn"
"Enable Standard Checkout","Aktifkan Checkout standar"
"Enable Twitter","Aktifkan twitter"
"Enter Name","Enter Name"
"Enter discount code first.","Enter discount code first."
"Enter discount code if any","Enter discount code if any"
"Enter e-mail","Enter e-mail"
"Enter giftcard promo code here","Enter giftcard promo code here"
"Enter text","Enter text"
"Enter the gift card code","Enter the gift card code"
"Error","Error"
"Error Loading Configuration Format","Error Loading Configuration Format"
"Error during shortening url","Error during shortening url"
"Error message text is missed.","Error message text is missed."
"Error while processing file ""%s"".","Error while processing file ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Error while reading data from Payment Bridge. Please, try again."
"Error while reading remote data","Error while reading remote data"
"Error while uploading file ""%s"".","Error while uploading file ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Error while uploading file ""%s"". Tipe file tak diijinkan. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed."
"Excl. Tax","Excl. Tax"
"Expiration Date - Month","Tanggal-Bulan kadaluarsa"
"Expiration Date - Year","Tanggal- tahun kadaluarsa"
"Expires: %s","Expires: %s"
"Extend the life of your app with Urban Airship Push Notifications.","Memperpanjang umur dari aplikasi Anda dengan Pemberitahuan push Airship Kota."
"Extensions","Ekstensi"
"FILTERS APPLIED","FILTER DITERAPKAN"
"Facebook","Facebook"
"Facebook API","Facebook API"
"Facebook Application ID","Aplikasi ID Facebook"
"Facebook post failed...","Facebook post failed..."
"Fax","Fax"
"File can\'t be uploaded.","file bisa\tidak bisa diunggah"
"File doesn\'t exist ""%s"".","File doesn\'t exist ""%s""."
"Filter","Filter"
"Filters","Filters"
"First Name","Nama awal"
"Fixed amounts","Fixed amounts"
"Flurry API Code","Flurry kode API"
"Flurry Analytics","Analisa Flurry"
"Flurry Analytics Site","Situs analisa Flurry"
"Fonts","Hurup"
"Forgot Password","Forgot Password"
"Forgot Password?","Forgot Password?"
"Forgot your password?","Lupa Kata sandi Anda?"
"Form","Form"
"Free","Gratis"
"From","Dari"
"From Excl. Tax","From Excl. Tax"
"From Incl. Tax","From Incl. Tax"
"From excl. tax","From excl. tax"
"From incl. tax","From incl. tax"
"Full Description","Full Description"
"Funk Leaf","Funk Leaf"
"Gallery","Galeri"
"General","Umum"
"Generate Offline Catalog","Generate Offline Catalog"
"Get Content from CMS Page","Dapatkan isi dari halaman  CMS"
"Gift Card ""%s"" was added.","Gift Card ""%s"" was added."
"Gift Card ""%s"" was redeemed.","Gift Card ""%s"" was redeemed."
"Gift Card ""%s"" was removed.","Gift Card ""%s"" was removed."
"Gift Card (%s)","Gift Card (%s)"
"Gift Card amount applied to order: %s","Gift Card amount applied to order: %s"
"Gift Card code is empty.","Gift Card code is empty."
"Gift Card: %s","Gift Card: %s"
"Gift card account available in enterprise version of Magento only.","Gift card account available in enterprise version of Magento only."
"Giftcard promo code","Giftcard promo code"
"Grand Total","Total keseluruhan"
"Grand Total (Excl. Tax)","Grand Total (Excl. Tax)"
"Grand Total (Incl. Tax)","Grand Total (Incl. Tax)"
"Guest","Tamu"
"Header Background Color","Warna latar belakang Header"
"Header Font Color","Warna hurup Header"
"High Resolution Application Icon","Ikon aplikasi resolusi tinggi"
"Home","Beranda"
"Hot Red","Hot Red"
"How do you rate this product?","Bagaimana Anda menilai produk ini?"
"How to incorporate Urban Airship within your application:","Bagaimana untuk menggabungkan Airship Kota dalam aplikasi Anda:"
"I Agree","I Agree"
"I agree to the Terms and Conditions","I agree to the Terms and Conditions"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app.","Icon that will appear on the user\'s device after they download your app."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icons","Ikon"
"If leave this field empty, the message will be sent immediately","Jika membiarkan field ini kosong,pesan akan dikirim secepatnya"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page."
"Image %s is required.","Image %s is required."
"Image action has been saved.","Image action has been saved."
"Image does not exist. Please reload this page.","Gambar tidak ada. Please reload this page."
"Image file was not found.","file gambar tidak ditemukan"
"Image has been deleted.","Image has been deleted."
"Image id is required.","Image id is required."
"Image limits don\'t recognized for ""%s"" image type","Image limits don\'t recognized for ""%s"" image type"
"Image that appears on first screen while your app is loading.","Image that appears on first screen while your app is loading."
"Image type doesn\'t recognized: ""%s"".","Image type doesn\'t recognized: ""%s""."
"Image type is required.","Image type is required."
"Images","Gambar"
"Images order has been updated.","Images order has been updated."
"In Queue","Dalam antrian"
"In Stock","Tersedia"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce"
"Inactive Tabs","Tab tidak aktif"
"Incl. Tax","Incl. Tax"
"Incl. tax","Incl. tax"
"Initialization PayPal ...","Initialization PayPal ..."
"Initialization of the PayPal checkout failed!","Initialization of the PayPal checkout failed!"
"Invalid XML.","XML tidak valid"
"Invalid current password.","Kata sandi saat ini tidak valid"
"Invalid customer data.","Data pelanggan tidak valid"
"Invalid data.","Data tidak valid."
"Invalid email address.","Alamat email tidak valid."
"Invalid item or wishlist.","item atau wishlist tidak valid"
"Invalid login or password.","login atau kata sandi tidak valid."
"Invalid shipping method.","Metode pengiriman tidak valid."
"Issue Number","Nomor terbitan"
"It\'s not allowed to delete submitted application.","Tidak diijinkan untuk menghapus aplikasi yang diproses"
"Item","Barang"
"Item Options","Item Options"
"Item has been added to cart.","item telah ditambahkan ke keranjang"
"Item has been deleted from cart.","item telah dihapus dari keranjang"
"Item has been removed from wishlist.","item telah dihapus dari wishlist."
"Items","Barang"
"Items were updated. But can\'t update wishlist.","Items were updated. But can\'t update wishlist."
"Keep your image size below %s KB for optimal performance.","Keep your image size below %s KB for optimal performance."
"Key","Kunci"
"Keywords","Kata kunci"
"Label","Label"
"Landscape app Background","Landscape app Background"
"Landscape banners on Home Screen","Landscape banners on Home Screen"
"Large iTunes Icon","Icon iTune besar"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Last 5 Orders","5 pesanan terakhir"
"Last 5 Search Terms","5 pencarian barang terakhir"
"Last Name","Nama akhir"
"Last update: %@","Last update: %@"
"Lifetime Sales","Penjualan Sepanjang masa"
"LindedIn","LindedIn"
"Link:","Link:"
"LinkedIn","LinkedIn"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API Key"
"LinkedIn Authorization","LinkedIn Authorization"
"LinkedIn Autorization","LinkedIn Autorization"
"LinkedIn Secret Key","LinkedIn Secret Key"
"Linkedin post failed...","Linkedin post failed..."
"List of downloadable products is empty","List of downloadable products is empty"
"Load more items","Load more items"
"Loader Splash Screen","Pemuat layar splash"
"Loader Splash Screen (iPhone 4 retina)","Loader Splash Screen (iPhone 4 retina)"
"Loader Splash Screen (landscape mode)","Loader Splash Screen (landscape mode)"
"Loader Splash Screen (portrait mode)","Loader Splash Screen (portrait mode)"
"Loading %@...","Loading %@..."
"Loading Account Form...","Loading Account Form..."
"Loading Address Book...","Loading Address Book..."
"Loading Address Form...","Loading Address Form..."
"Loading CMS page ...","Loading CMS page ..."
"Loading Cart...","Loading Cart..."
"Loading Gallery...","Loading Gallery..."
"Loading Login Form...","Loading Login Form..."
"Loading My Downloadable Products...","Loading My Downloadable Products..."
"Loading Order Details","Loading Order Details"
"Loading Orders List...","Loading Orders List..."
"Loading Preview...",""
"Loading Product Options...","Loading Product Options..."
"Loading Products...","Loading Products..."
"Loading Registration Form...","Loading Registration Form..."
"Loading Restore Password Form...","Loading Restore Password Form..."
"Loading Store Credit...","Loading Store Credit..."
"Loading WishList...","Loading WishList..."
"Loading Write Review Form...","Loading Write Review Form..."
"Loading category ...","Loading category ..."
"Loading more items...","Loading more items..."
"Loading product ...","Loading product ..."
"Loading shipping methods ...","Loading shipping methods ..."
"Loading...","Memuat..."
"Locations","Lokasi"
"Log In","Masuk"
"Log Out","Keluar"
"Log in to Admin Panel","Masuk ke Admin Panel"
"Log into Account","Log into Account"
"Log into your account","Log into your account"
"Log out Account","Log out Account"
"LogInMessageTitle","LogInMessageTitle"
"Login and password are required.","Login dan kata sandi dibutuhkan"
"Logo in Header","Logo pada header"
"Logo in Header image missing.","Logo pada gambar header hilang"
"Logout complete.","Logout selesai."
